Unité,Famille,Item,Rep,Designation,DN,PN,MatiereJ,Rondelle,MatiereB,Mise,Nom,MatJ,Dim,Visu,Neuve,Rond,Equi,Grais,LgDiam,MatB,Para,Exc,E,J,B,A,Conf
HDS,Four,F2101,25,Recirculation VAC vers T2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,26,Vapeur de SNUFFING,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,27,Vapeur atomisation VAC,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,28,Sortie fumée vers Cheminée,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,29,E2123 Sortie fumée ,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,30,E2123 Entrée Fumée,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,31,E2123 Sortie AIR,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,32,E2123 Entrée AIR,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,33,Refoulement B2101A,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,34,Refoulement B2101B,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,35,Vapeur HS vers ramoneurs,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,36,Vapeur HS vers tubes guide,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,37,Entrée surchauffeur vapeur MS,,,,,,,,,,,,,,,,,,,,,,,
HDS,Four,F2101,38,Sortie surchauffeur vapeur MS,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,1,Gas Sortie Tête,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,2, Entrée MEA ,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,3,Entrée Gas de D1151,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,4,Sortie MEA,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,5,Event ,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,6,Piquage Haut T1 L850 IC,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,7,Piquage Bas T1 L850 IC,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,8,Piquage Haut T1 L851 HA,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,9,Piquage Bas T1 L851 HA,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,10,Piquage Haut LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,11,Piquage Bas LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,12,Trou d' Homme sup,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T1802,13,Trou d' Homme Fond de Tour,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,1,Event T 2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,2,Sortie vapeurs tête T- 2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,3,Amine filmante P-2116,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,4,Retours vapeur de T-2102,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,5,1er soutirage vers  T-2102,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,6,1er soutirage vers  T-2102,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,7,Retour UPA  contre T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,8,Retour UPA  contre T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,9,Soutirage UPA,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,10,Soutirage UPA,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,11,"2ème soutirage ""light""",,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,12,"2ème soutirage ""light""",,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,13,Retour vapeurs de T-2103,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,14,Retour vapeurs de T-2103,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,15,2ème SS vers T-2103,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,16,2ème SS vers T-2103,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,17,Retour LPA contre T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,18,3ème soutirage sortie T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,19,3ème soutirage sortie T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,20,Retour  vapeurs de T 2104,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,21,Soutirage LPA,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,22,Soutirage LPA,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,23,Retour BPA  contre T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,24,soutirage BPA et 4ème SS  vers T-2104,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,25,soutirage BPA et 4ème SS  vers T-2104,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,26,Retour Wash Oil contre T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,27,Piquage haut  LC 103,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,28,Piquage bas  LC 103,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,29,Piquage haut  LC 183,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,30,Piquage bas  LC 183,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,31,Dégazage P-2102 A et B,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,32,Fond T 2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,33,Vapeur de strippage T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,34,Bipasse SV 2106 A- D,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,35,SV 2106 A,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,36,SV 2106 B,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,37,SV 2106 C,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,38,SV 2106 D,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,39,Bipasse SV-2110 A/B vers ligne transfert,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,40,Echappement SV-2110 B vers ligne transfert,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,41,Echappement SV-2110 A vers ligne transfert,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,42,Vac resid vers T2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,43,Sortie F 2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,44,E2127 via PCV 250 vers T2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,45,E2127 via bypass PCV 250 vers T2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,46,Reflux froid aval FCV 148,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,47,BYPASS LCV 110,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,48,Manchette aval LCV 110,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,49,Strip-outs vers reflux T-2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,50,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,51,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,52,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,53,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,54,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,55,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,56,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,57,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,58,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,59,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2101,60,Trou d' hommes,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,1,SORTIE VAPEUR,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,2,TH SUP,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,3,ALIMENTATION,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,4,ENTREE VAPEUR,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,5,ENTREE VAPEUR,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,6,TH INF,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,7,SORTIE LIQUIDE,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,8,PIQUAGE HAUT SUP,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,9,PIQUAGE BAS SUP,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,10,PIQUAGE HAUT INF,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,11,PIQUAGE BAS INF,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,12,PIQUAGE HAUT LIC,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,13,PIQUAGE BAS LIC,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2102,14,HOT TOP VAPEUR,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,1,Gas Sortie Tête vers T2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,2,Alimentation 3eme Soutirage,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,3,Entrée Vapeur de Strippage,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,4,Entrée Vapeur de Strippage,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,5,Ligne d'équilibre avec D2106,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,6,Sortie Liquide vers D2106,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,7,Piquage Haut LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,8,Piquage Bas LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,9,Trou d'Homme Superieur,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2103,10,Trou d'Homme Fond de Tour,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,1,RETOUR VAPEUR T2101,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,2,TROU D'HOMME,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,3,ALIMENTATION,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,4,ENTREE VAPEUR,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,5,TROU D'HOMME,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,6,PIQUAGE SUP LIC105,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,7,PIQUAGE INF LIC105,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,8,PIQUAGE SUP LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,9,PIQUAGE INF LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,10,PIQUAGE SUP LIC185,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,11,PIQUAGE INF LIC185,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,12,PIQUAGE SUP LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2104,13,SORTIE LIQUIDE,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,1,Sortie vapeur,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,2,Event,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,3,Entrée Reflux,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,4,Trou d'Homme,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,5,Trou d'Homme,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,6,Trou d'Homme,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,7,Entrée Charge,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,8,PDI,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,9,Retour Vapeur de Rebouilleur & Recrémeur,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,10,Entrée eau d'Appoint,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,11,PIQUAGE HAUT LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,12,PIQUAGE BAS LG,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2601,13,Alimentation Rebouilleur,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,1,Trou d'Homme,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,2,Trou d'Homme,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,3,Trou d'Homme,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,4,ALIMENTATION,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,5,REFLUX,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,6,RETOUR VAPEUR REB,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,7,SORTIE LIQUIDE,,,,,,,,,,,,,,,,,,,,,,,
HDS,Tour,T2804,8,SORTIE VAPEUR,,,,,,,,,,,,,,,,,,,,,,,
HDS,tour,,,,,,,,,,,,,,,,,,,,,,,,,,
